難易度,問題文,正解,偽選択肢1,偽選択肢2,偽選択肢3
1,479は１００を□こ10を□こ1を□こあつめた数です。,4，7，9,5，8，9,6，7，9,3，8，9
1,100を7こ10を5こ1を6こあつめた数は???です,756,757,766,767
1,562は１００を□こ10を□こ1を□こあつめた数です。,5，6，2,6，7，2,7，6，2,4，7，2
1,852は１００を□こ10を□こ1を□こあつめた数です。,8，5，2,9，6，2,10，5，2,7，6，2
1,100を7こ10を7こ1を8こあつめた数は???です,778,779,788,789
1,100を3こ10を6こ1を8こあつめた数は???です,368,369,378,379
1,100を7こ10を8こ1を6こあつめた数は???です,786,787,796,797
1,100を5こ10を3こ1を5こあつめた数は???です,535,536,545,546
1,334は１００を□こ10を□こ1を□こあつめた数です。,3，3，4,4，4，4,5，3，4,2，4，4
1,100を9こ10を5こ1を2こあつめた数は???です,952,953,962,963
1,100を1こ10を5こ1を9こあつめた数は???です,159,160,169,170
1,100を9こ10を3こ1を4こあつめた数は???です,934,935,944,945
1,763は１００を□こ10を□こ1を□こあつめた数です。,7，6，3,8，7，3,9，6，3,6，7，3
1,130−230−330−430−□,530,580,480,630
1,692は１００を□こ10を□こ1を□こあつめた数です。,6，9，2,7，10，2,8，9，2,5，10，2
1,256は１００を□こ10を□こ1を□こあつめた数です。,2，5，6,3，6，6,4，5，6,1，6，6
1,100を8こ10を7こ1を4こあつめた数は???です,874,875,884,885
1,100を8こ10を9こ1を5こあつめた数は???です,895,896,905,906
1,610は１００を□こ10を□こ1を□こあつめた数です。,6，1，0,7，2，0,8，1，0,5，2，0
1,100を8こ10を8こ1を0こあつめた数は???です,880,881,890,891
1,100を1こ10を3こ1を7こあつめた数は???です,137,138,147,148
1,100を1こ10を0こ1を2こあつめた数は???です,102,103,112,113
1,558は１００を□こ10を□こ1を□こあつめた数です。,5，5，8,6，6，8,7，5，8,4，6，8
1,100を4こ10を7こ1を5こあつめた数は???です,475,476,485,486
1,414は１００を□こ10を□こ1を□こあつめた数です。,4，1，4,5，2，4,6，1，4,3，2，4
1,100を3こ10を1こ1を7こあつめた数は???です,317,318,327,328
1,100を4こ10を3こ1を7こあつめた数は???です,437,438,447,448
1,100を1こ10を6こ1を8こあつめた数は???です,168,169,178,179
1,594は１００を□こ10を□こ1を□こあつめた数です。,5，9，4,6，10，4,7，9，4,4，10，4
1,100を8こ10を0こ1を5こあつめた数は???です,805,806,815,816
1,100を5こ10を6こ1を5こあつめた数は???です,565,566,575,576
1,100を4こ10を5こ1を9こあつめた数は???です,459,460,469,470
1,100を5こ10を8こ1を6こあつめた数は???です,586,587,596,597
1,370−470−570−670−□,770,820,720,870
1,197は１００を□こ10を□こ1を□こあつめた数です。,1，9，7,2，10，7,3，9，7,0，10，7
1,962は１００を□こ10を□こ1を□こあつめた数です。,9，6，2,10，7，2,11，6，2,8，7，2
1,253は１００を□こ10を□こ1を□こあつめた数です。,2，5，3,3，6，3,4，5，3,1，6，3
1,305は１００を□こ10を□こ1を□こあつめた数です。,3，0，5,4，1，5,5，0，5,2，1，5
1,792は１００を□こ10を□こ1を□こあつめた数です。,7，9，2,8，10，2,9，9，2,6，10，2
1,100を7こ10を1こ1を1こあつめた数は???です,711,712,721,722
1,809は１００を□こ10を□こ1を□こあつめた数です。,8，0，9,9，1，9,10，0，9,7，1，9
1,507は１００を□こ10を□こ1を□こあつめた数です。,5，0，7,6，1，7,7，0，7,4，1，7
1,100を5こ10を6こ1を8こあつめた数は???です,568,569,578,579
1,677は１００を□こ10を□こ1を□こあつめた数です。,6，7，7,7，8，7,8，7，7,5，8，7
1,100を1こ10を2こ1を2こあつめた数は???です,122,123,132,133
1,140−240−340−440−□,540,590,490,640
1,100を1こ10を0こ1を5こあつめた数は???です,105,106,115,116
1,250−350−450−550−□,650,700,600,750
1,252は１００を□こ10を□こ1を□こあつめた数です。,2，5，2,3，6，2,4，5，2,1，6，2
1,100を8こ10を6こ1を7こあつめた数は???です,867,868,877,878
1,100を8こ10を3こ1を6こあつめた数は???です,836,837,846,847
1,100を5こ10を9こ1を9こあつめた数は???です,599,600,609,610
1,320−420−520−620−□,720,770,670,820
1,546は１００を□こ10を□こ1を□こあつめた数です。,5，4，6,6，5，6,7，4，6,4，5，6
1,884は１００を□こ10を□こ1を□こあつめた数です。,8，8，4,9，9，4,10，8，4,7，9，4
1,100を9こ10を9こ1を6こあつめた数は???です,996,997,980,987
1,352は１００を□こ10を□こ1を□こあつめた数です。,3，5，2,4，6，2,5，5，2,2，6，2
1,100を8こ10を6こ1を5こあつめた数は???です,865,866,875,876
1,100を2こ10を2こ1を3こあつめた数は???です,223,224,233,234
1,100を2こ10を7こ1を2こあつめた数は???です,272,273,282,283
1,100を5こ10を8こ1を2こあつめた数は???です,582,583,592,593
1,100を5こ10を1こ1を8こあつめた数は???です,518,519,528,529
1,100を3こ10を0こ1を9こあつめた数は???です,309,310,319,320
1,100を7こ10を3こ1を0こあつめた数は???です,730,731,740,741
1,241は１００を□こ10を□こ1を□こあつめた数です。,2，4，1,3，5，1,4，4，1,1，5，1
1,475は１００を□こ10を□こ1を□こあつめた数です。,4，7，5,5，8，5,6，7，5,3，8，5
1,408は１００を□こ10を□こ1を□こあつめた数です。,4，0，8,5，1，8,6，0，8,3，1，8
1,100を5こ10を7こ1を4こあつめた数は???です,574,575,584,585
1,580は１００を□こ10を□こ1を□こあつめた数です。,5，8，0,6，9，0,7，8，0,4，9，0
1,506は１００を□こ10を□こ1を□こあつめた数です。,5，0，6,6，1，6,7，0，6,4，1，6
1,100を1こ10を7こ1を5こあつめた数は???です,175,176,185,186
1,150−250−350−450−□,550,600,500,650
1,922は１００を□こ10を□こ1を□こあつめた数です。,9，2，2,10，3，2,11，2，2,8，3，2
1,527は１００を□こ10を□こ1を□こあつめた数です。,5，2，7,6，3，7,7，2，7,4，3，7
1,100を3こ10を3こ1を2こあつめた数は???です,332,333,342,343
1,540は１００を□こ10を□こ1を□こあつめた数です。,5，4，0,6，5，0,7，4，0,4，5，0
1,110−210−310−410−□,510,560,460,610
1,512は１００を□こ10を□こ1を□こあつめた数です。,5，1，2,6，2，2,7，1，2,4，2，2
1,100を7こ10を2こ1を2こあつめた数は???です,722,723,732,733
1,100を1こ10を1こ1を6こあつめた数は???です,116,117,126,127
1,100を9こ10を2こ1を1こあつめた数は???です,921,922,931,932
1,844は１００を□こ10を□こ1を□こあつめた数です。,8，4，4,9，5，4,10，4，4,7，5，4
1,869は１００を□こ10を□こ1を□こあつめた数です。,8，6，9,9，7，9,10，6，9,7，7，9
1,155は１００を□こ10を□こ1を□こあつめた数です。,1，5，5,2，6，5,3，5，5,0，6，5
1,100を2こ10を0こ1を0こあつめた数は???です,200,201,210,211
1,100を9こ10を3こ1を6こあつめた数は???です,936,937,946,947
1,100を8こ10を1こ1を0こあつめた数は???です,810,811,820,821
1,100を9こ10を6こ1を2こあつめた数は???です,962,963,972,973
1,734は１００を□こ10を□こ1を□こあつめた数です。,7，3，4,8，4，4,9，3，4,6，4，4
1,100を6こ10を7こ1を4こあつめた数は???です,674,675,684,685
1,100を9こ10を7こ1を3こあつめた数は???です,973,974,983,984
1,100を9こ10を4こ1を8こあつめた数は???です,948,949,958,959
1,277は１００を□こ10を□こ1を□こあつめた数です。,2，7，7,3，8，7,4，7，7,1，8，7
1,100を4こ10を4こ1を0こあつめた数は???です,440,441,450,451
1,100を1こ10を6こ1を4こあつめた数は???です,164,165,174,175
1,601は１００を□こ10を□こ1を□こあつめた数です。,6，0，1,7，1，1,8，0，1,5，1，1
1,829は１００を□こ10を□こ1を□こあつめた数です。,8，2，9,9，3，9,10，2，9,7，3，9
1,799は１００を□こ10を□こ1を□こあつめた数です。,7，9，9,8，10，9,9，9，9,6，10，9
1,839は１００を□こ10を□こ1を□こあつめた数です。,8，3，9,9，4，9,10，3，9,7，4，9
1,100を1こ10を9こ1を5こあつめた数は???です,195,196,205,206
1,284は１００を□こ10を□こ1を□こあつめた数です。,2，8，4,3，9，4,4，8，4,1，9，4
1,100を9こ10を2こ1を6こあつめた数は???です,926,927,936,937
1,751は１００を□こ10を□こ1を□こあつめた数です。,7，5，1,8，6，1,9，5，1,6，6，1
1,100を7こ10を1こ1を9こあつめた数は???です,719,720,729,730
1,100を2こ10を1こ1を3こあつめた数は???です,213,214,223,224
1,748は１００を□こ10を□こ1を□こあつめた数です。,7，4，8,8，5，8,9，4，8,6，5，8
1,347は１００を□こ10を□こ1を□こあつめた数です。,3，4，7,4，5，7,5，4，7,2，5，7
1,302は１００を□こ10を□こ1を□こあつめた数です。,3，0，2,4，1，2,5，0，2,2，1，2
1,126は１００を□こ10を□こ1を□こあつめた数です。,1，2，6,2，3，6,3，2，6,0，3，6
1,222は１００を□こ10を□こ1を□こあつめた数です。,2，2，2,3，3，2,4，2，2,1，3，2
1,137は１００を□こ10を□こ1を□こあつめた数です。,1，3，7,2，4，7,3，3，7,0，4，7
1,325は１００を□こ10を□こ1を□こあつめた数です。,3，2，5,4，3，5,5，2，5,2，3，5
1,266は１００を□こ10を□こ1を□こあつめた数です。,2，6，6,3，7，6,4，6，6,1，7，6
1,444は１００を□こ10を□こ1を□こあつめた数です。,4，4，4,5，5，4,6，4，4,3，5，4
1,820は１００を□こ10を□こ1を□こあつめた数です。,8，2，0,9，3，0,10，2，0,7，3，0
1,410は１００を□こ10を□こ1を□こあつめた数です。,4，1，0,5，2，0,6，1，0,3，2，0
1,100を5こ10を5こ1を9こあつめた数は???です,559,560,569,570
1,100を5こ10を4こ1を6こあつめた数は???です,546,547,556,557
1,100を7こ10を3こ1を8こあつめた数は???です,738,739,748,749
1,100を6こ10を4こ1を2こあつめた数は???です,642,643,652,653
1,100を1こ10を7こ1を7こあつめた数は???です,177,178,187,188
1,100を3こ10を0こ1を4こあつめた数は???です,304,305,314,315
1,824は１００を□こ10を□こ1を□こあつめた数です。,8，2，4,9，3，4,10，2，4,7，3，4
1,166は１００を□こ10を□こ1を□こあつめた数です。,1，6，6,2，7，6,3，6，6,0，7，6
1,310は１００を□こ10を□こ1を□こあつめた数です。,3，1，0,4，2，0,5，1，0,2，2，0
1,100を3こ10を9こ1を9こあつめた数は???です,399,400,409,410
1,100を9こ10を1こ1を3こあつめた数は???です,913,914,923,924
1,100を4こ10を2こ1を0こあつめた数は???です,420,421,430,431
1,100を9こ10を6こ1を7こあつめた数は???です,967,968,977,978
1,100を8こ10を8こ1を3こあつめた数は???です,883,884,893,894
1,425は１００を□こ10を□こ1を□こあつめた数です。,4，2，5,5，3，5,6，2，5,3，3，5
1,636は１００を□こ10を□こ1を□こあつめた数です。,6，3，6,7，4，6,8，3，6,5，4，6
1,100を6こ10を3こ1を5こあつめた数は???です,635,636,645,646
1,100を3こ10を1こ1を5こあつめた数は???です,315,316,325,326
1,937は１００を□こ10を□こ1を□こあつめた数です。,9，3，7,10，4，7,11，3，7,8，4，7
1,234は１００を□こ10を□こ1を□こあつめた数です。,2，3，4,3，4，4,4，3，4,1，4，4
1,100を5こ10を2こ1を4こあつめた数は???です,524,525,534,535
1,993は１００を□こ10を□こ1を□こあつめた数です。,9，9，3,10，10，3,11，9，3,8，10，3
1,100を7こ10を5こ1を2こあつめた数は???です,752,753,762,763
1,778は１００を□こ10を□こ1を□こあつめた数です。,7，7，8,8，8，8,9，7，8,6，8，8
1,100を8こ10を1こ1を6こあつめた数は???です,816,817,826,827
1,340−440−540−640−□,740,790,690,840
1,100を9こ10を0こ1を1こあつめた数は???です,901,902,911,912
1,100を1こ10を1こ1を8こあつめた数は???です,118,119,128,129
1,100を6こ10を1こ1を5こあつめた数は???です,615,616,625,626
1,100を6こ10を1こ1を8こあつめた数は???です,618,619,628,629
1,526は１００を□こ10を□こ1を□こあつめた数です。,5，2，6,6，3，6,7，2，6,4，3，6
1,587は１００を□こ10を□こ1を□こあつめた数です。,5，8，7,6，9，7,7，8，7,4，9，7
1,100を4こ10を1こ1を1こあつめた数は???です,411,412,421,422
1,100を9こ10を9こ1を9こあつめた数は???です,999,989,980,990
1,754は１００を□こ10を□こ1を□こあつめた数です。,7，5，4,8，6，4,9，5，4,6，6，4
1,555は１００を□こ10を□こ1を□こあつめた数です。,5，5，5,6，6，5,7，5，5,4，6，5
1,828は１００を□こ10を□こ1を□こあつめた数です。,8，2，8,9，3，8,10，2，8,7，3，8
1,100を2こ10を0こ1を2こあつめた数は???です,202,203,212,213
1,100を7こ10を7こ1を6こあつめた数は???です,776,777,786,787
1,100を6こ10を2こ1を4こあつめた数は???です,624,625,634,635
1,100を4こ10を0こ1を9こあつめた数は???です,409,410,419,420
1,100を6こ10を2こ1を6こあつめた数は???です,626,627,636,637
1,100を1こ10を3こ1を4こあつめた数は???です,134,135,144,145
1,100を2こ10を4こ1を8こあつめた数は???です,248,249,258,259
1,100を6こ10を3こ1を3こあつめた数は???です,633,634,643,644
1,100を4こ10を2こ1を5こあつめた数は???です,425,426,435,436
1,100を9こ10を1こ1を9こあつめた数は???です,919,920,929,930
1,100を6こ10を2こ1を5こあつめた数は???です,625,626,635,636
1,236は１００を□こ10を□こ1を□こあつめた数です。,2，3，6,3，4，6,4，3，6,1，4，6
1,469は１００を□こ10を□こ1を□こあつめた数です。,4，6，9,5，7，9,6，6，9,3，7，9
1,139は１００を□こ10を□こ1を□こあつめた数です。,1，3，9,2，4，9,3，3，9,0，4，9
1,100を4こ10を5こ1を0こあつめた数は???です,450,451,460,461
1,100を6こ10を2こ1を2こあつめた数は???です,622,623,632,633
1,100を2こ10を5こ1を8こあつめた数は???です,258,259,268,269
1,556は１００を□こ10を□こ1を□こあつめた数です。,5，5，6,6，6，6,7，5，6,4，6，6
1,100を9こ10を2こ1を0こあつめた数は???です,920,921,930,931
1,100を6こ10を0こ1を5こあつめた数は???です,605,606,615,616
1,100を3こ10を5こ1を9こあつめた数は???です,359,360,369,370
1,272は１００を□こ10を□こ1を□こあつめた数です。,2，7，2,3，8，2,4，7，2,1，8，2
1,332は１００を□こ10を□こ1を□こあつめた数です。,3，3，2,4，4，2,5，3，2,2，4，2
1,100を6こ10を0こ1を8こあつめた数は???です,608,609,618,619
1,100を7こ10を9こ1を6こあつめた数は???です,796,797,806,807
1,170は１００を□こ10を□こ1を□こあつめた数です。,1，7，0,2，8，0,3，7，0,0，8，0
1,733は１００を□こ10を□こ1を□こあつめた数です。,7，3，3,8，4，3,9，3，3,6，4，3
1,783は１００を□こ10を□こ1を□こあつめた数です。,7，8，3,8，9，3,9，8，3,6，9，3
1,100を5こ10を7こ1を8こあつめた数は???です,578,579,588,589
1,100を5こ10を1こ1を2こあつめた数は???です,512,513,522,523
1,231は１００を□こ10を□こ1を□こあつめた数です。,2，3，1,3，4，1,4，3，1,1，4，1
1,484は１００を□こ10を□こ1を□こあつめた数です。,4，8，4,5，9，4,6，8，4,3，9，4
1,943は１００を□こ10を□こ1を□こあつめた数です。,9，4，3,10，5，3,11，4，3,8，5，3
1,977は１００を□こ10を□こ1を□こあつめた数です。,9，7，7,10，8，7,11，7，7,8，8，7
1,100を5こ10を0こ1を5こあつめた数は???です,505,506,515,516
1,294は１００を□こ10を□こ1を□こあつめた数です。,2，9，4,3，10，4,4，9，4,1，10，4
1,329は１００を□こ10を□こ1を□こあつめた数です。,3，2，9,4，3，9,5，2，9,2，3，9
1,897は１００を□こ10を□こ1を□こあつめた数です。,8，9，7,9，10，7,10，9，7,7，10，7
1,100を2こ10を7こ1を3こあつめた数は???です,273,274,283,284
1,795は１００を□こ10を□こ1を□こあつめた数です。,7，9，5,8，10，5,9，9，5,6，10，5
1,552は１００を□こ10を□こ1を□こあつめた数です。,5，5，2,6，6，2,7，5，2,4，6，2
1,815は１００を□こ10を□こ1を□こあつめた数です。,8，1，5,9，2，5,10，1，5,7，2，5
1,510は１００を□こ10を□こ1を□こあつめた数です。,5，1，0,6，2，0,7，1，0,4，2，0
1,100を7こ10を1こ1を3こあつめた数は???です,713,714,723,724
1,726は１００を□こ10を□こ1を□こあつめた数です。,7，2，6,8，3，6,9，2，6,6，3，6
1,808は１００を□こ10を□こ1を□こあつめた数です。,8，0，8,9，1，8,10，0，8,7，1，8
1,209は１００を□こ10を□こ1を□こあつめた数です。,2，0，9,3，1，9,4，0，9,1，1，9
1,100を7こ10を0こ1を9こあつめた数は???です,709,710,719,720
1,756は１００を□こ10を□こ1を□こあつめた数です。,7，5，6,8，6，6,9，5，6,6，6，6
1,258は１００を□こ10を□こ1を□こあつめた数です。,2，5，8,3，6，8,4，5，8,1，6，8
1,548は１００を□こ10を□こ1を□こあつめた数です。,5，4，8,6，5，8,7，4，8,4，5，8
1,112は１００を□こ10を□こ1を□こあつめた数です。,1，1，2,2，2，2,3，1，2,0，2，2
1,391は１００を□こ10を□こ1を□こあつめた数です。,3，9，1,4，10，1,5，9，1,2，10，1
1,100を3こ10を4こ1を0こあつめた数は???です,340,341,350,351
1,354は１００を□こ10を□こ1を□こあつめた数です。,3，5，4,4，6，4,5，5，4,2，6，4
1,100を8こ10を1こ1を4こあつめた数は???です,814,815,824,825
1,100を3こ10を9こ1を5こあつめた数は???です,395,396,405,406
1,902は１００を□こ10を□こ1を□こあつめた数です。,9，0，2,10，1，2,11，0，2,8，1，2
1,299は１００を□こ10を□こ1を□こあつめた数です。,2，9，9,3，10，9,4，9，9,1，10，9
1,843は１００を□こ10を□こ1を□こあつめた数です。,8，4，3,9，5，3,10，4，3,7，5，3
1,100を4こ10を1こ1を8こあつめた数は???です,418,419,428,429
1,100を9こ10を6こ1を9こあつめた数は???です,969,970,979,980
1,100を7こ10を3こ1を6こあつめた数は???です,736,737,746,747
1,989は１００を□こ10を□こ1を□こあつめた数です。,9，8，9,10，9，9,11，8，9,8，9，9
1,100を3こ10を5こ1を0こあつめた数は???です,350,351,360,361
1,100を1こ10を1こ1を9こあつめた数は???です,119,120,129,130
1,100を9こ10を3こ1を0こあつめた数は???です,930,931,940,941
1,462は１００を□こ10を□こ1を□こあつめた数です。,4，6，2,5，7，2,6，6，2,3，7，2
1,100を2こ10を5こ1を2こあつめた数は???です,252,253,262,263
1,723は１００を□こ10を□こ1を□こあつめた数です。,7，2，3,8，3，3,9，2，3,6，3，3
1,100を1こ10を5こ1を0こあつめた数は???です,150,151,160,161
1,100を3こ10を2こ1を8こあつめた数は???です,328,329,338,339
1,259は１００を□こ10を□こ1を□こあつめた数です。,2，5，9,3，6，9,4，5，9,1，6，9
1,100を6こ10を2こ1を0こあつめた数は???です,620,621,630,631
1,338は１００を□こ10を□こ1を□こあつめた数です。,3，3，8,4，4，8,5，3，8,2，4，8
1,903は１００を□こ10を□こ1を□こあつめた数です。,9，0，3,10，1，3,11，0，3,8，1，3
1,100を6こ10を1こ1を3こあつめた数は???です,613,614,623,624
1,136は１００を□こ10を□こ1を□こあつめた数です。,1，3，6,2，4，6,3，3，6,0，4，6
1,100を3こ10を9こ1を2こあつめた数は???です,392,393,402,403
1,100を6こ10を5こ1を2こあつめた数は???です,652,653,662,663
1,565は１００を□こ10を□こ1を□こあつめた数です。,5，6，5,6，7，5,7，6，5,4，7，5
1,927は１００を□こ10を□こ1を□こあつめた数です。,9，2，7,10，3，7,11，2，7,8，3，7
1,100を9こ10を4こ1を3こあつめた数は???です,943,944,953,954
1,501は１００を□こ10を□こ1を□こあつめた数です。,5，0，1,6，1，1,7，0，1,4，1，1
1,890は１００を□こ10を□こ1を□こあつめた数です。,8，9，0,9，10，0,10，9，0,7，10，0
1,121は１００を□こ10を□こ1を□こあつめた数です。,1，2，1,2，3，1,3，2，1,0，3，1
1,100を7こ10を6こ1を9こあつめた数は???です,769,770,779,780
1,689は１００を□こ10を□こ1を□こあつめた数です。,6，8，9,7，9，9,8，8，9,5，9，9
1,448は１００を□こ10を□こ1を□こあつめた数です。,4，4，8,5，5，8,6，4，8,3，5，8
1,452は１００を□こ10を□こ1を□こあつめた数です。,4，5，2,5，6，2,6，5，2,3，6，2
1,100を9こ10を7こ1を9こあつめた数は???です,979,980,989,990
1,559は１００を□こ10を□こ1を□こあつめた数です。,5，5，9,6，6，9,7，5，9,4，6，9
1,100を2こ10を6こ1を2こあつめた数は???です,262,263,272,273
1,100を6こ10を0こ1を7こあつめた数は???です,607,608,617,618
1,802は１００を□こ10を□こ1を□こあつめた数です。,8，0，2,9，1，2,10，0，2,7，1，2
1,100を2こ10を6こ1を4こあつめた数は???です,264,265,274,275
1,781は１００を□こ10を□こ1を□こあつめた数です。,7，8，1,8，9，1,9，8，1,6，9，1
1,731は１００を□こ10を□こ1を□こあつめた数です。,7，3，1,8，4，1,9，3，1,6，4，1
1,988は１００を□こ10を□こ1を□こあつめた数です。,9，8，8,10，9，8,11，8，8,8，9，8
1,195は１００を□こ10を□こ1を□こあつめた数です。,1，9，5,2，10，5,3，9，5,0，10，5
1,100を2こ10を8こ1を2こあつめた数は???です,282,283,292,293
1,807は１００を□こ10を□こ1を□こあつめた数です。,8，0，7,9，1，7,10，0，7,7，1，7
1,963は１００を□こ10を□こ1を□こあつめた数です。,9，6，3,10，7，3,11，6，3,8，7，3
1,680は１００を□こ10を□こ1を□こあつめた数です。,6，8，0,7，9，0,8，8，0,5，9，0
1,100を8こ10を9こ1を9こあつめた数は???です,899,900,909,910
1,100を7こ10を3こ1を2こあつめた数は???です,732,733,742,743
1,100を4こ10を4こ1を3こあつめた数は???です,443,444,453,454
1,380は１００を□こ10を□こ1を□こあつめた数です。,3，8，0,4，9，0,5，8，0,2，9，0
1,773は１００を□こ10を□こ1を□こあつめた数です。,7，7，3,8，8，3,9，7，3,6，8，3
1,100を7こ10を0こ1を0こあつめた数は???です,700,701,710,711
1,100を4こ10を9こ1を0こあつめた数は???です,490,491,500,501
1,100を2こ10を2こ1を8こあつめた数は???です,228,229,238,239
1,908は１００を□こ10を□こ1を□こあつめた数です。,9，0，8,10，1，8,11，0，8,8，1，8
1,992は１００を□こ10を□こ1を□こあつめた数です。,9，9，2,10，10，2,11，9，2,8，10，2
1,646は１００を□こ10を□こ1を□こあつめた数です。,6，4，6,7，5，6,8，4，6,5，5，6
1,857は１００を□こ10を□こ1を□こあつめた数です。,8，5，7,9，6，7,10，5，7,7，6，7
1,100を8こ10を4こ1を2こあつめた数は???です,842,843,852,853
1,957は１００を□こ10を□こ1を□こあつめた数です。,9，5，7,10，6，7,11，5，7,8，6，7
1,100を9こ10を8こ1を4こあつめた数は???です,984,985,994,995
1,100を6こ10を4こ1を0こあつめた数は???です,640,641,650,651
1,333は１００を□こ10を□こ1を□こあつめた数です。,3，3，3,4，4，3,5，3，3,2，4，3
1,915は１００を□こ10を□こ1を□こあつめた数です。,9，1，5,10，2，5,11，1，5,8，2，5
1,100を7こ10を4こ1を5こあつめた数は???です,745,746,755,756
1,100を6こ10を5こ1を7こあつめた数は???です,657,658,667,668
1,324は１００を□こ10を□こ1を□こあつめた数です。,3，2，4,4，3，4,5，2，4,2，3，4
1,966は１００を□こ10を□こ1を□こあつめた数です。,9，6，6,10，7，6,11，6，6,8，7，6
1,184は１００を□こ10を□こ1を□こあつめた数です。,1，8，4,2，9，4,3，8，4,0，9，4
1,100を9こ10を0こ1を5こあつめた数は???です,905,906,915,916
1,100を6こ10を0こ1を4こあつめた数は???です,604,605,614,615
1,539は１００を□こ10を□こ1を□こあつめた数です。,5，3，9,6，4，9,7，3，9,4，4，9
1,368は１００を□こ10を□こ1を□こあつめた数です。,3，6，8,4，7，8,5，6，8,2，7，8
1,314は１００を□こ10を□こ1を□こあつめた数です。,3，1，4,4，2，4,5，1，4,2，2，4
1,100を8こ10を5こ1を8こあつめた数は???です,858,859,868,869
1,254は１００を□こ10を□こ1を□こあつめた数です。,2，5，4,3，6，4,4，5，4,1，6，4
1,648は１００を□こ10を□こ1を□こあつめた数です。,6，4，8,7，5，8,8，4，8,5，5，8
1,486は１００を□こ10を□こ1を□こあつめた数です。,4，8，6,5，9，6,6，8，6,3，9，6
1,100を4こ10を0こ1を8こあつめた数は???です,408,409,418,419
1,459は１００を□こ10を□こ1を□こあつめた数です。,4，5，9,5，6，9,6，5，9,3，6，9
1,356は１００を□こ10を□こ1を□こあつめた数です。,3，5，6,4，6，6,5，5，6,2，6，6
1,100を4こ10を8こ1を3こあつめた数は???です,483,484,493,494
1,100を4こ10を4こ1を8こあつめた数は???です,448,449,458,459
1,157は１００を□こ10を□こ1を□こあつめた数です。,1，5，7,2，6，7,3，5，7,0，6，7
1,100を3こ10を2こ1を6こあつめた数は???です,326,327,336,337
1,100を8こ10を7こ1を7こあつめた数は???です,877,878,887,888
1,472は１００を□こ10を□こ1を□こあつめた数です。,4，7，2,5，8，2,6，7，2,3，8，2
1,114は１００を□こ10を□こ1を□こあつめた数です。,1，1，4,2，2，4,3，1，4,0，2，4
1,394は１００を□こ10を□こ1を□こあつめた数です。,3，9，4,4，10，4,5，9，4,2，10，4
1,100を1こ10を5こ1を4こあつめた数は???です,154,155,164,165
1,279は１００を□こ10を□こ1を□こあつめた数です。,2，7，9,3，8，9,4，7，9,1，8，9
1,100を2こ10を7こ1を0こあつめた数は???です,270,271,280,281
1,854は１００を□こ10を□こ1を□こあつめた数です。,8，5，4,9，6，4,10，5，4,7，6，4
1,100を8こ10を1こ1を8こあつめた数は???です,818,819,828,829
1,323は１００を□こ10を□こ1を□こあつめた数です。,3，2，3,4，3，3,5，2，3,2，3，3
1,377は１００を□こ10を□こ1を□こあつめた数です。,3，7，7,4，8，7,5，7，7,2，8，7
1,100を1こ10を6こ1を3こあつめた数は???です,163,164,173,174
1,100を6こ10を8こ1を8こあつめた数は???です,688,689,698,699
1,310−410−510−610−□,710,760,660,810
1,968は１００を□こ10を□こ1を□こあつめた数です。,9，6，8,10，7，8,11，6，8,8，7，8
1,502は１００を□こ10を□こ1を□こあつめた数です。,5，0，2,6，1，2,7，0，2,4，1，2
1,762は１００を□こ10を□こ1を□こあつめた数です。,7，6，2,8，7，2,9，6，2,6，7，2
1,598は１００を□こ10を□こ1を□こあつめた数です。,5，9，8,6，10，8,7，9，8,4，10，8
1,100を9こ10を8こ1を7こあつめた数は???です,987,988,997,998
1,100を3こ10を6こ1を7こあつめた数は???です,367,368,377,378
1,100を8こ10を5こ1を9こあつめた数は???です,859,860,869,870
1,100を3こ10を2こ1を1こあつめた数は???です,321,322,331,332
1,787は１００を□こ10を□こ1を□こあつめた数です。,7，8，7,8，9，7,9，8，7,6，9，7
1,100を8こ10を2こ1を4こあつめた数は???です,824,825,834,835
1,102は１００を□こ10を□こ1を□こあつめた数です。,1，0，2,2，1，2,3，0，2,0，1，2
1,468は１００を□こ10を□こ1を□こあつめた数です。,4，6，8,5，7，8,6，6，8,3，7，8
1,495は１００を□こ10を□こ1を□こあつめた数です。,4，9，5,5，10，5,6，9，5,3，10，5
1,362は１００を□こ10を□こ1を□こあつめた数です。,3，6，2,4，7，2,5，6，2,2，7，2
1,100を5こ10を3こ1を6こあつめた数は???です,536,537,546,547
1,100を1こ10を7こ1を0こあつめた数は???です,170,171,180,181
1,688は１００を□こ10を□こ1を□こあつめた数です。,6，8，8,7，9，8,8，8，8,5，9，8
1,889は１００を□こ10を□こ1を□こあつめた数です。,8，8，9,9，9，9,10，8，9,7，9，9
1,100を7こ10を4こ1を6こあつめた数は???です,746,747,756,757
1,100を8こ10を1こ1を5こあつめた数は???です,815,816,825,826
1,100を6こ10を0こ1を1こあつめた数は???です,601,602,611,612
1,100を3こ10を7こ1を8こあつめた数は???です,378,379,388,389
1,100を4こ10を0こ1を7こあつめた数は???です,407,408,417,418
1,290は１００を□こ10を□こ1を□こあつめた数です。,2，9，0,3，10，0,4，9，0,1，10，0
1,217は１００を□こ10を□こ1を□こあつめた数です。,2，1，7,3，2，7,4，1，7,1，2，7
1,508は１００を□こ10を□こ1を□こあつめた数です。,5，0，8,6，1，8,7，0，8,4，1，8
